###!bad### If a Stoke player had done that to Alexis down the other end, most Arsenal fans on here would be screaming penalty and calling them thugs.
####################
###!bad### Bloody stupid from Xhaka but I'm struggling to see how the refs not given him a straight red? What does he think he's seen... #AFCvSCFC #BPL
####################
###!good### I love you Bellerin. Missed the lad soo much.
####################
###!bad### This is one of the worst calls I've seen holy fuck https://t.co/DFuPerPqD4
####################
###!bad### bellerin still cannot pass/cross
####################
###!good### Incredible last-ditch intervention from Diouf to stop what would've been a certain goal from Ozil. 0-1. #ARSSTK
####################
###!good### Spot on. https://t.co/H7mmOTgErD
####################
###!bad### xhaka is now playing nonsense
####################
###!bad### Cant see how people are bitching at the ref , bitch at Xhaka
####################
###!bad### Xhaka this ain't bloody rugby
####################
###!good### What a clearance by Diouf!!!!
####################
###!good### Mignolet is the PL's best at saving pens, he's surprisingly really good at it https://t.co/szRnBp0a5R
####################
###!bad### Xhaka dafuq???
Keep your cross down
I remember when we had RVP up front, if he didn't score we'd struggle but now if Sanchez doesn't score it isn't a problem
####################
@CourtneyJaleel best lineman in the board. If it's no good OL Allen from bama
####################
Playstation 3 CECH-4001B with wireless controllers and lot of 6 PS3 games https://t.co/O2rKccTerw https://t.co/xDoa8Gx3Jq
####################
Bellerin is back
####################
Alexis, you've play a lot of football recently, we have a game Tuesday and City next weekend, we are 3-1 up, want... https://t.co/Hk0Ce20Q6v
####################
at least Sanchez didn't score
####################
@TheJoseEra You do not understand football. You are so crazy. Ozil is the best attacking midfielder in the world.
####################
@ElNnenyM Walcott and chamberlain's massive improvement
####################
Playstation 3 CECH-4001B with wireless controllers and lot of 6 PS3 games https://t.co/Zss1xlXsRs https://t.co/3OMj9hDI06
####################
@ClassyWazza other than Chelsea pre 343, Sanchez has been a flat track bully so far. Flopped vs Man U when Hazard was motm. No potm either
####################
The ultimate game changer was Xhaka not getting a red card for that assault on Allen. Abysmal refereeing
####################
I see the "Ozil did nothing on the pitch" tweets. Lol. Clearly some of you just love mentioning him. Our Mesut is the Greatest Of All Time.
####################
Whoa for real?? https://t.co/0kBFQ1xsaw
####################
Alex Iwobi scores vs Stoke (3-1) via /r/soccer https://t.co/HMlxfWngKm #Soccardo https://t.co/EChsT0iyqZ
####################
you are the man ozil !
####################
@afc_tony Giroud won't be that far back at the pitch
####################
'Walcott' just started trending with 13871 tweets. More trends at https://t.co/MffVmqH2oJ #trndnl
####################
bleek777 Iwobi, Mikel, Moses &amp; Iheanacho will not be going to #AFCON2017 because Nigeria did not qualify.
####################
'Walcott' just started trending with 13871 tweets. More trends at https://t.co/MffVmqH2oJ #trndnl
####################
Wunna cuss ozil and say he was a waste..  Lol man adapt and bossing the prem
####################
Hope you and your entire family die with cancer. You inbred cunt. https://t.co/tHtww9SjKd
####################
Alexis was so good again, didn't score but started our most dangerous attacks, was a pain in the ass for the defenders all game, etc etc
####################
Arizona leads Missouri on the road 8-3 with 15:54 to go in the first half; Allen and Alkins lead UA with 3 points apiece
####################
@YahooNoise 2 WR'S &amp; a Flex.  Hilton, Moncrief, Crowder, Cobb, Mitchell, and Gabriel.  Thanks.
####################
@Ifreke we are away,dm fit no give dm...bt if dy gt one,Cech no dy catch shigbain....baines goal
####################
Arsenal 3-1 Stoke: Iwobi fires Gunners to the top https://t.co/IxFOfTy1mm via fc1naija https://t.co/n5wOMo3nnU
####################
Mirror: Arsenal 3-1 Stoke City: Ozil, Walcott and Iwobi on target as Gunners go top - 5 things we learned https://t.co/FowsYEv0a4 #scfc
####################
Mirror: Why Theo Walcott's goal against Stoke secured him a world first for Christmas https://t.co/N7NFxJNoNl #scfc
####################
Coquelin and Xhaka fully works
####################
ESPN: Hector Bellerin key as under-par Arsenal win against Stoke https://t.co/i850igRa3d #scfc
####################
How is it that don't see that Xhaka-Allen coming together as a foul, let alone a penalty?! Is my cognitive distortion that pervasive?
####################
Anyone can do that I'm so confused https://t.co/LCGuqJrFpl
####################
Express: Arsenal 3 - Stoke 1: Sublime Mesut Ozil header takes Gunners to Premier League summit https://t.co/gErmFKjCDg #scfc
####################
Lmao 
I LOVE he doesn't just buy it. But has to earn it from his wife https://t.co/QbqlwVMZyg
####################
I'm clinching this one! https://t.co/2FUALqsOyF
####################
@BiggarsInParis Mertesacker slips and Martial is in here, Cech comes out but Martialll incoming
####################
Welcome to Africa man https://t.co/cIUcI3z4mZ
####################
Xhaka was a good signing, damn! Apewe title deed ya mid
####################
Best in arsenal dae https://t.co/qJD0PVMjm9
####################
Is he not?? https://t.co/a4pBkh69bs
####################
Alexis has contributed 21 goals in all competitions and we've just got into December - 13 goals, 8 assists #WorldClass
####################
BELLERIN....the best right-back in the world!!! Name one better #ARSSTK
####################
Happy for Iwobi, he needed that goal.
####################
@ClassyColkett considering he is leaving surely in jan or summer, would you take him? if we dont get sanchez
####################
15:54 To Half: Arizona-8 Missouri-3

Wildcats have a pair of early treys, but four turnovers already. Alkins and Allen have hit from deep.
####################
Lying is done with both words and silence. #NOMOR1.net #jasmada799 Ozil
####################
Under- par arsenal?
The writer needs his heads examined

They don't even watch football https://t.co/aqYYjfI9dt
####################
@11tegen11 Iwobi's doesn't count as a "big chance"?
####################
Ozil &amp; Sanchez are incomparable to any in the EPl currently #PayOZil&amp;Sanchez better #Sanchez #SuperStars
####################
Iwobi is the next big thing. More goals bro
####################
@101greatgoals "id get rid of ozil and bring in jack wilshere" - ray wilkins

Unbelievable how clueless these so called 'pundits' are
####################
If I don't meet Woody Allen then im a failure
####################
@sassyblackdiva don't roast me so close to the holidays, Alexis!
####################
Assists are so last seasoned for #MesutOzil, this year let's bang goals.
Wonderful looping header from Ozil,... https://t.co/D1xekWNjD7
####################
Xhaka is absolutely magnificent https://t.co/Qu4SlRoEua
####################
Always always happy for Iwobi
####################
Mustafi has a good eye for assists ...nice one playing walcott in earlier on,could have easily led to our first goal
####################
Willie Joe Ft. Shay Sanchez (Prod. D Matic) https://t.co/F4ZZ8xut5s via @YouTube
####################
I think Walcott's equaliser was the most crucial goal of the game. Difficult to score and right before half time.
####################
Koscielny hasn't lost a game while putting on the captain armband this season. https://t.co/eqxNEljpqp
####################
like you tell me, who came up with mata &gt; ozil? or payet &gt; ozil? sym if you think ozil doesn't out class either
####################
It's alright https://t.co/P6VwPGxejn
####################
Trend Alert: 'Iwobi'. More trends at https://t.co/duTvzJcHeK #trndnl https://t.co/TbTBwfj2Ao
####################
Hopefully Ozil https://t.co/iIO3vEe5XB
####################
Calm down hommie.  https://t.co/e1JdsCzOzl
####################
#day with a pornstar alexis texas porn with small human https://t.co/Gluipp9mpy
####################
Another top performance from Arsenal, coming from a goal down. Xhaka very impressive, is a bit reckless but looks a fantastic midfielder.
####################
Where's the skill lmao https://t.co/7qsU5sogeL
####################
Meanwhile, in #FPL ... 30 points from 5 with captain Hazard to come. Joe Allen saving me a -8 this week thankfully. Come on Iheanacho!
####################
We're happy to announce Cam Akers Allen will be enrolling next week!
####################
Iwobi with a smash and grab goal.... Neat...
####################
Granit Xhaka appreciation tweet https://t.co/qReEycTtTo
####################
Who autographs epp.. https://t.co/YgEEnDiyHv
####################
https://t.co/gCoI1xiYCx
Video: Arsenal 3-1 Stoke: Iwobi goal sends Gunners top
By  mac14  Arsenal moved top of the Premier League table...
####################
@NepentheZ can I have your opinion on whether I should to this or stick to OTW mustafi and cech https://t.co/LmQjLu9QMT
####################
Danish TV has focuses on the last goal. Adam looks down and deliberately steps on Sanchez. Charlie Adam is still the biggest cunt #afcvscfc
####################
You are comparing a CM with a attacking midfielder https://t.co/rpWxzoPvyV
####################
Ozil can play 90minutes without touching the ball and still be one of the best players. Brilliant movement off the ball. Just brilliant
####################
Iwobi, Ozil and Walcott all scored to cancel out Adam's earlier penalty as Arsenal see off Stoke City, 3-1 at the Emirates.
####################
@Iamsolomonn you probably have Sanchez your armband?
####################
If u were a young Glenman, who'd be your hero in that team? Elliott, Allen, Maccers? About the height of it really.
####################
Xhaka Age wrinkles the body.  Quitting on your dreams wrinkles the soul. #NOMOR1.net #dianpr733
####################
Iwobi goal celebration looking a bit like a Wesley Matthews 3 point celebration https://t.co/0MovjM9lz3
####################
Really enjoyable game at The Emirates. Always great to witness Sanchez and Ozil in that form.
####################
@DantePasusu Big season. Too early but I am satisfied so far. Keep Ozil and Alexis, the club has a future.
####################
Arsenal 3 - Stoke 1: Sublime Mesut Ozil header takes Gunners to Premier League summit https://t.co/D62KJ4v0rC https://t.co/4RYtHOo0c6
####################
Sony PlayStation 3 60 GB Console (CECH-A01) Backwards Compatible +15 games https://t.co/okIwtDQsra https://t.co/ibf0xxRZKL
####################
Highway 20 Both directions - None Compact Snow with Slippery Sections from Alexis Creek to Riske Creek (84.4 km).... https://t.co/lm8aQ5UgQ8
####################
Sony PlayStation 3 60 GB Console (CECH-A01) Backwards Compatible +15 games https://t.co/oekgMOmB9o https://t.co/6py95slRAb
####################
Independent: RT IndyFootball: Theo Walcott's goal against Stoke won him a coffee machine https://t.co/MVtHA2sIoa https://t.co/hlf0U7o8FW
####################
Gabriel was excellent again today. He is really making the most of his chances which i lovely to see
####################
Jesus...that's absolute nonsense from Ozil. How's he making lobbed headers look like nothing too?? So casual
####################
I hv not like Walcott for sometime. He ball retention n build up play is non existent. I can see y Wenger trust him. He does the job!
####################
i miss you so much more! https://t.co/cqeSt2weex
####################
OZIL has not scored more than Kun, Costa or Zlatan, you can compare him with Kane...... Spurs level https://t.co/0FsKWw7dQg
####################
Wenger: "The most difficult task of my job as an Arsenal manager is to explain to Alexis why he needs a rest"
####################
Coq has been solid these years but xhaka is ALL we've needed
####################
For all of his good qualities, Xhaka really is reckless in defence, needs to fix up
####################
Sanchez still better than defoe https://t.co/Ahrwt7LA3Y
####################
I forgive Xhaka for that blunder, he showed elite mentality after it.
####################
Love Iwobi's celebrations https://t.co/yOyGTaZXY1
####################
@ChrisTheCapo Walcott has been doing bits. I cannot hate
####################
Haha that celebration gets me too gassed https://t.co/872hsiy7Wp
####################
obligatory bartholomew henry allen is an angel tweet
####################
@rcarmichael11 man in a new system and even if he has better stats this yr ..that means some shitty midfielders are better than Ozil
####################
[Player Ratings] Arsenal 3-1 Stoke City - Walcott, Ozil And Iwobi Send Gunners Top https://t.co/YNRy7fbCCx
####################
Who needs Martin Allen anyway? #BarnetFC #bees
####################
Remember he's a world class https://t.co/TCLGkXZ5cC
####################
@Yared_TheGuy he's actually a winger, converted to a CF, like Sanchez. He also played most of our games as a winger, like on Tuesday
####################
@Whitelaw78 @afcbournemouth Only seen your game so far. That Ozil goal tho... was like watching WHU u5s in their pomp.
####################
Hector Bellerin key as under-par Arsenal win against Stoke #arsenal #epl https://t.co/FL1q0FDtJS
####################
Gabriel is proving me wrong and i like that.
####################
Lol, just lol! https://t.co/yOOomkHWZ7
####################
@arseblog kept going on about the Iwobi thing as if it doesn't happen at every fucking football stadium. Bell.
####################
@Giroudesquee Xhaka gonna slip and Rashford is through
####################
Unalol na unajua RT @SirAlexas: LOL "@MahmudKullane: Bellerin is the best right back in the EPL"
